question,options,correct_label
What is the energy that flows as a result of a difference in temperature?,a) magnetism b) electricity c) heat d) polarity,c
Exposure to toxins is most damaging during weeks 4 through 8 of the embryonic stage due to development of what during this period?,a) organs b) faith c) samples d) pain,a
What evolutionary process may affect the distribution of a polygenic trait?,a) characteristic selection b) flow selection c) natural selection d) artificial selection,c
What type of force exists between two touching surfaces?,a) centrifugal b) tension c) friction d) opposing,c
A short reflex is completely what and only involves the local integration of sensory input with motor output?,a) neuronal b) peripheral c) physiological d) central,b
"The urea cycle, a set of biochemical reactions that produces urea from ammonium ions to prevent toxicity, occurs to some extent in the kidney, but primarily in what organ?",a) colon b) liver c) spleen d) skin,b
Cellular respiration is the reverse or opposite of what?,a) spermatogenesis b) photosynthesis c) glycolysis d) reproduction,b
What force pulls object downwards to the earth?,a) motion b) kinetic energy c) momentum d) gravity,d
How does deeper material cause convection in the mantle?,a) sinks then rises b) rises then sinks c) remains stable d) folds,b
From what did the first proto-oncogenes arise?,a) spores b) bacteria c) viral infections d) carcinogens,c
"What material used for helium-filled balloons is dense, strong and opaque, with a high molecular mass that forms films that have many fewer pores than rubber?",a) mylar b) cellophane c) foil d) fiberglass,a
What do erythrocytes carry and deliver to tissues in the body?,a) oxygen b) carbon c) oxide d) Helium,a
How many neutrons do 99% of carbon atoms have?,a) eight b) five c) sixteen d) six,d
What are the two metals within a battery called?,a) anode and a cathode b) anode and sheath c) sheath and a cathode d) anode and diode,a
What is one thing that can not happen to energy?,a) it cannot stay the same b) it cannot increase c) it cannot decrease d) it can not be destroyed,d
Where do most biochemical reactions take place?,a) stomach b) outside of cells c) within cells d) upper atmosphere,c
The ends of linear chromosomes are maintained by the action of which enzyme?,a) cytokine b) pepsin c) insulin d) telomerase,d
Through which process does water from the oceans enter the atmosphere?,a) absorption b) evaporation c) perspiration d) oxidation,b
In what type of process does heat flow into its surroundings and cause an increase in kinetic energy?,a) chemical process b) exothermic process c) oscillating process d) biochemical process,b
"Prokaryotic organisms, like bacteria, reproduce through what process, where they grow and divide in half?",a) symbiotic fission b) multiple fission c) binary fission d) singular fission,c
"Displacement is a vector quantity, which means it has both direction and what else?",a) rate b) radiation c) magnitude d) waves,c
Waste leaves the body in the form of what?,a) stomach acid b) feces c) impurities d) saliva,b
What process can occur when atoms are exposed to high levels of radiation or when atoms transfer electrons to or from other atoms?,a) fusion b) oxidation c) ionization d) diffusion,c
Who should an obese person with an eating disorder seek for help?,a) body builder b) health professional c) psychiatrist d) social worker,b
The period of life between the start of puberty and the beginning of adulthood is called?,a) prenatal b) youth c) adolescence d) old age,c
What element once commonly used in paint and gasoline has now been found to have dangerous effects?,a) plastic b) niacin c) lead d) chromium,c
What can happen spontaneously or as a result of mutagens in the environment?,a) mutations b) lesions c) traits d) combustion,a
Abnormally high activity or low activity of the parathyroid gland can cause disorders related to levels of what bone mineral?,a) potassium b) collagen c) calcium d) magnesium,c
"Unlike other tetrapod vertebrates (reptiles, birds, and mammals), amphibians do not produce what type of eggs?",a) amniotic b) epithelial c) prokaryotic d) umbilical,a
What is the name for an underground layer of rock that is saturated with groundwater?,a) artesian well b) aqueous cavity c) gradient d) aquifer,d
What are prepared by the oxidation of secondary alcohols?,a) ketones b) more alcohol c) protons d) ions,a
Saturated and unsaturated are the two main kinds of what?,a) polymers b) acids c) fats d) sugars,c
Most reptiles lay what kind of eggs?,a) roe b) hard-shelled c) amniotic d) umbilical,c
Sulfur can combine with oxygen to produce what?,a) sulfur oxide b) sulfur trioxide c) sulfur bioxide d) sulfur dioxide,b
The nitrogen that enters living systems by nitrogen fixation is successively converted from organic nitrogen back into nitrogen gas by what?,a) algae b) bacteria c) pollen d) viruses,b
What term describes the amount of solute in a given amount of solution?,a) density b) cloudiness c) concentration d) temperature,c
Which process helps absorptive protists absorb food molecules across their cell membranes?,a) activation b) metabolism c) secretion d) diffusion,d
When matter recycles and changes state what does it gain or lose by doing so?,a) density b) fuel c) volume d) energy,d
Where does oxygen enter the blood?,a) in the lungs b) in the heart c) in the veins d) in the liver,a
"What kind of compounds change color when bases come into contact with them, so they can be used to detect bases?",a) indicators b) metals c) parameters d) liquid,a
Concentric circles that spread out through the water around the droplets are actually types of what moving through the water?,a) lines b) waves c) troughs d) winds,b
The smallest units of matter that retain the unique properties of an element are known as what?,a) neutrons b) protons c) atoms d) molecules,c
What is a process that changes some chemical substances into other chemical substances?,a) a bio reaction b) cellular respiration c) spontaneous mutation d) a chemical reaction,d
What type of lens and mirrors have a negative focal length?,a) diverging b) convexing c) converging d) subverging,a
What is the formation of organs from the germ layers called?,a) photosynthesis b) biosynthesis c) synaptogenesis d) organogenesis,d
What must two nuclei do for fusion to occur?,a) melt b) explode c) repel each other d) collide,d
What determines the ability of soil particles to bind many nutrients?,a) surface pulses b) currents charges c) layer charges d) surface charges,d
Enthalpy is a measure of the total energy of what kind of system?,a) thermodynamic b) hypodermic c) macroscopic d) planetary,a
"In eukaryotes, the new mrna is not yet ready for translation. it must go through more processing before it leaves where?",a) molecules b) Electrons c) nucleus d) protons,c
What term describes the splitting of the nucleus of an atom into two smaller nuclei?,a) nuclear fission b) nuclean fusion c) critical fission d) atomic reaction,a
What type of contamination causes almost 90% of diarrheal disease worldwide?,a) water supply contamination b) ground contamination c) food contamination d) air contamination,a
Why is respiratory acidosis considered to be problematic?,a) causes acid stomach b) excess oxygen in blood c) causes suffocation d) excess co2 in blood,d
"When light strikes rhodopsin, the g-protein transducin is activated, which in turn activates what?",a) phosphodiesterase b) hydrolysis c) photosynthesis d) aldosterone,a
In what stage of photosynthesis does the calvin cycle occur?,a) fourth b) second c) first d) third,b
"All of the planets rotate on their axes in the same direction that they move around the sun, except for which one?",a) venus b) uranus c) Jupiter d) Saturn,b
What is the process by which organisms change in small ways over time?,a) microevolution b) natural selection c) adaptation d) spontaneous mutation,a
